REGIONID,YEAR_MONTH,total_daylight_intervals,count_below_0,pct_below_0,count_below_neg10,pct_below_neg10,count_below_neg20,pct_below_neg20,count_below_neg30,pct_below_neg30,count_below_neg40,pct_below_neg40,count_below_neg50,pct_below_neg50,count_below_neg60,pct_below_neg60,count_below_neg70,pct_below_neg70,count_below_neg80,pct_below_neg80
TAS1,2021-06,2880,78,2.71,55,1.91,48,1.67,39,1.35,5,0.17,5,0.17,5,0.17,0,0.0,0,0.0
TAS1,2021-07,2976,369,12.4,208,6.99,140,4.7,95,3.19,12,0.4,6,0.2,6,0.2,0,0.0,0,0.0
TAS1,2021-08,2976,887,29.81,463,15.56,335,11.26,102,3.43,10,0.34,5,0.17,1,0.03,0,0.0,0,0.0
TAS1,2021-09,2880,1307,45.38,616,21.39,367,12.74,180,6.25,11,0.38,4,0.14,0,0.0,0,0.0,0,0.0
TAS1,2021-10,2976,1661,55.81,766,25.74,570,19.15,210,7.06,39,1.31,2,0.07,1,0.03,0,0.0,0,0.0
TAS1,2021-11,2880,397,13.78,143,4.97,112,3.89,72,2.5,33,1.15,1,0.03,1,0.03,0,0.0,0,0.0
TAS1,2021-12,2976,147,4.94,122,4.1,86,2.89,11,0.37,9,0.3,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2022-01,2976,112,3.76,85,2.86,58,1.95,38,1.28,11,0.37,1,0.03,1,0.03,1,0.03,0,0.0
TAS1,2022-02,2688,136,5.06,117,4.35,89,3.31,71,2.64,22,0.82,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2022-03,2976,113,3.8,85,2.86,59,1.98,37,1.24,20,0.67,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2022-04,2880,191,6.63,169,5.87,126,4.38,96,3.33,31,1.08,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2022-05,2976,70,2.35,60,2.02,50,1.68,33,1.11,4,0.13,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2022-06,2880,1,0.03,1,0.03,1,0.03,1,0.03,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2022-07,2976,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2022-08,2976,39,1.31,21,0.71,15,0.5,10,0.34,3,0.1,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2022-09,2880,17,0.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2022-10,2976,454,15.26,381,12.8,318,10.69,223,7.49,106,3.56,52,1.75,26,0.87,7,0.24,4,0.13
TAS1,2022-11,2880,288,10.0,218,7.57,175,6.08,143,4.97,79,2.74,45,1.56,31,1.08,15,0.52,8,0.28
TAS1,2022-12,2976,81,2.72,59,1.98,46,1.55,33,1.11,11,0.37,1,0.03,0,0.0,0,0.0,0,0.0
TAS1,2023-01,2976,65,2.18,54,1.81,36,1.21,20,0.67,14,0.47,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2023-02,2688,33,1.23,26,0.97,25,0.93,24,0.89,17,0.63,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2023-03,2976,204,6.85,162,5.44,151,5.07,144,4.84,133,4.47,2,0.07,1,0.03,0,0.0,0,0.0
TAS1,2023-04,2880,30,1.04,20,0.69,17,0.59,9,0.31,5,0.17,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2023-05,2976,28,0.94,18,0.6,10,0.34,2,0.07,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2023-06,2880,400,13.89,227,7.88,178,6.18,23,0.8,7,0.24,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2023-07,2976,907,30.48,620,20.83,289,9.71,243,8.17,30,1.01,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2023-08,2976,579,19.46,296,9.95,148,4.97,97,3.26,22,0.74,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2023-09,2880,624,21.67,365,12.67,338,11.74,321,11.15,271,9.41,9,0.31,8,0.28,6,0.21,4,0.14
TAS1,2023-10,2976,245,8.23,190,6.38,162,5.44,142,4.77,99,3.33,6,0.2,5,0.17,0,0.0,0,0.0
TAS1,2023-11,2880,67,2.33,67,2.33,66,2.29,64,2.22,52,1.81,2,0.07,0,0.0,0,0.0,0,0.0
TAS1,2023-12,2976,238,8.0,228,7.66,207,6.96,200,6.72,158,5.31,2,0.07,1,0.03,0,0.0,0,0.0
TAS1,2024-01,2976,357,12.0,344,11.56,328,11.02,308,10.35,274,9.21,5,0.17,4,0.13,2,0.07,2,0.07
TAS1,2024-02,2784,260,9.34,236,8.48,221,7.94,209,7.51,163,5.85,14,0.5,14,0.5,11,0.4,11,0.4
TAS1,2024-03,2976,119,4.0,111,3.73,108,3.63,101,3.39,49,1.65,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2024-04,2880,28,0.97,25,0.87,22,0.76,13,0.45,4,0.14,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2024-05,2976,23,0.77,19,0.64,17,0.57,15,0.5,9,0.3,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2024-06,2880,1,0.03,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2024-07,2976,25,0.84,18,0.6,12,0.4,8,0.27,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2024-08,2976,144,4.84,96,3.23,74,2.49,44,1.48,16,0.54,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2024-09,2880,1449,50.31,199,6.91,179,6.22,152,5.28,123,4.27,1,0.03,0,0.0,0,0.0,0,0.0
TAS1,2024-10,2976,552,18.55,89,2.99,68,2.28,66,2.22,63,2.12,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2024-11,2880,260,9.03,256,8.89,247,8.58,232,8.06,191,6.63,9,0.31,3,0.1,1,0.03,0,0.0
TAS1,2024-12,2976,734,24.66,697,23.42,659,22.14,480,16.13,42,1.41,25,0.84,6,0.2,1,0.03,1,0.03
TAS1,2025-01,2976,232,7.8,232,7.8,220,7.39,213,7.16,171,5.75,128,4.3,0,0.0,0,0.0,0,0.0
TAS1,2025-02,2688,76,2.83,70,2.6,64,2.38,56,2.08,36,1.34,25,0.93,0,0.0,0,0.0,0,0.0
TAS1,2025-03,2976,52,1.75,35,1.18,24,0.81,14,0.47,4,0.13,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2025-04,2880,6,0.21,4,0.14,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2025-05,2976,42,1.41,37,1.24,27,0.91,16,0.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2025-06,2880,17,0.59,9,0.31,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2025-07,2976,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2025-08,2976,4,0.13,4,0.13,3,0.1,3,0.1,2,0.07,1,0.03,0,0.0,0,0.0,0,0.0
TAS1,2025-09,2880,595,20.66,28,0.97,20,0.69,18,0.62,6,0.21,3,0.1,0,0.0,0,0.0,0,0.0
TAS1,2025-10,2976,579,19.46,48,1.61,35,1.18,32,1.08,17,0.57,4,0.13,0,0.0,0,0.0,0,0.0
TAS1,2025-11,2880,166,5.76,50,1.74,18,0.62,15,0.52,15,0.52,15,0.52,3,0.1,3,0.1,1,0.03
TAS1,2025-12,2976,281,9.44,118,3.97,92,3.09,77,2.59,63,2.12,53,1.78,12,0.4,9,0.3,5,0.17
TAS1,2026-01,2976,14,0.47,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TAS1,2026-02,2688,3,0.11,3,0.11,2,0.07,2,0.07,2,0.07,2,0.07,0,0.0,0,0.0,0,0.0
TAS1,2026-03,2976,5,0.17,4,0.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VIC1,2019-05,2976,3,0.1,1,0.03,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VIC1,2019-06,2880,10,0.35,3,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VIC1,2019-07,2976,43,1.44,21,0.71,19,0.64,14,0.47,4,0.13,4,0.13,4,0.13,1,0.03,1,0.03
VIC1,2019-08,2976,84,2.82,40,1.34,35,1.18,26,0.87,10,0.34,9,0.3,6,0.2,6,0.2,6,0.2
VIC1,2019-09,2880,17,0.59,8,0.28,8,0.28,4,0.14,3,0.1,2,0.07,1,0.03,1,0.03,1,0.03
VIC1,2019-10,2976,89,2.99,60,2.02,56,1.88,46,1.55,37,1.24,31,1.04,26,0.87,25,0.84,25,0.84
VIC1,2019-11,2880,71,2.47,22,0.76,19,0.66,17,0.59,16,0.56,14,0.49,10,0.35,8,0.28,8,0.28
VIC1,2019-12,2976,221,7.43,45,1.51,34,1.14,32,1.08,21,0.71,20,0.67,20,0.67,7,0.24,4,0.13
VIC1,2020-01,2976,178,5.98,123,4.13,118,3.97,118,3.97,72,2.42,41,1.38,41,1.38,35,1.18,35,1.18
VIC1,2020-02,2784,24,0.86,15,0.54,4,0.14,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VIC1,2020-03,2976,70,2.35,7,0.24,3,0.1,3,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VIC1,2020-04,2880,168,5.83,75,2.6,55,1.91,37,1.28,11,0.38,4,0.14,3,0.1,3,0.1,2,0.07
VIC1,2020-05,2976,95,3.19,30,1.01,15,0.5,11,0.37,2,0.07,1,0.03,1,0.03,1,0.03,0,0.0
VIC1,2020-06,2880,10,0.35,5,0.17,3,0.1,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VIC1,2020-07,2976,28,0.94,7,0.24,3,0.1,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VIC1,2020-08,2976,127,4.27,115,3.86,110,3.7,108,3.63,25,0.84,10,0.34,8,0.27,6,0.2,3,0.1
VIC1,2020-09,2880,295,10.24,225,7.81,206,7.15,178,6.18,97,3.37,7,0.24,3,0.1,3,0.1,2,0.07
VIC1,2020-10,2976,302,10.15,235,7.9,210,7.06,192,6.45,142,4.77,11,0.37,8,0.27,6,0.2,6,0.2
VIC1,2020-11,2880,235,8.16,180,6.25,171,5.94,152,5.28,75,2.6,8,0.28,3,0.1,3,0.1,3,0.1
VIC1,2020-12,2976,718,24.13,514,17.27,465,15.62,438,14.72,236,7.93,91,3.06,45,1.51,25,0.84,22,0.74
VIC1,2021-01,2976,788,26.48,641,21.54,577,19.39,527,17.71,178,5.98,68,2.28,22,0.74,2,0.07,2,0.07
VIC1,2021-02,2688,559,20.8,435,16.18,357,13.28,329,12.24,150,5.58,60,2.23,17,0.63,1,0.04,1,0.04
VIC1,2021-03,2976,260,8.74,173,5.81,124,4.17,89,2.99,19,0.64,7,0.24,1,0.03,0,0.0,0,0.0
VIC1,2021-04,2880,463,16.08,330,11.46,289,10.03,224,7.78,61,2.12,22,0.76,12,0.42,9,0.31,5,0.17
VIC1,2021-05,2976,220,7.39,189,6.35,174,5.85,141,4.74,60,2.02,13,0.44,8,0.27,1,0.03,0,0.0
VIC1,2021-06,2880,150,5.21,116,4.03,105,3.65,74,2.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VIC1,2021-07,2976,429,14.42,363,12.2,334,11.22,274,9.21,73,2.45,53,1.78,15,0.5,7,0.24,5,0.17
VIC1,2021-08,2976,1012,34.01,869,29.2,749,25.17,587,19.72,120,4.03,83,2.79,30,1.01,22,0.74,14,0.47
VIC1,2021-09,2880,1574,54.65,1333,46.28,1061,36.84,805,27.95,147,5.1,88,3.06,25,0.87,14,0.49,5,0.17
VIC1,2021-10,2976,2066,69.42,1763,59.24,1508,50.67,1150,38.64,452,15.19,218,7.33,47,1.58,30,1.01,17,0.57
VIC1,2021-11,2880,885,30.73,757,26.28,666,23.12,567,19.69,110,3.82,43,1.49,19,0.66,17,0.59,15,0.52
VIC1,2021-12,2976,1309,43.99,1075,36.12,908,30.51,733,24.63,320,10.75,162,5.44,7,0.24,6,0.2,4,0.13
VIC1,2022-01,2976,658,22.11,532,17.88,416,13.98,335,11.26,109,3.66,40,1.34,8,0.27,6,0.2,5,0.17
VIC1,2022-02,2688,806,29.99,682,25.37,532,19.79,468,17.41,247,9.19,27,1.0,12,0.45,11,0.41,11,0.41
VIC1,2022-03,2976,1018,34.21,852,28.63,618,20.77,516,17.34,372,12.5,86,2.89,11,0.37,10,0.34,10,0.34
VIC1,2022-04,2880,456,15.83,409,14.2,352,12.22,314,10.9,210,7.29,18,0.62,0,0.0,0,0.0,0,0.0
VIC1,2022-05,2976,184,6.18,170,5.71,156,5.24,147,4.94,45,1.51,1,0.03,0,0.0,0,0.0,0,0.0
VIC1,2022-06,2880,105,3.65,81,2.81,58,2.01,41,1.42,5,0.17,0,0.0,0,0.0,0,0.0,0,0.0
VIC1,2022-07,2976,343,11.53,329,11.06,277,9.31,267,8.97,53,1.78,19,0.64,1,0.03,0,0.0,0,0.0
VIC1,2022-08,2976,736,24.73,675,22.68,592,19.89,533,17.91,217,7.29,56,1.88,28,0.94,19,0.64,17,0.57
VIC1,2022-09,2880,889,30.87,837,29.06,733,25.45,659,22.88,336,11.67,205,7.12,62,2.15,19,0.66,6,0.21
VIC1,2022-10,2976,1182,39.72,1102,37.03,994,33.4,929,31.22,495,16.63,374,12.57,193,6.49,81,2.72,41,1.38
VIC1,2022-11,2880,1578,54.79,1458,50.62,1297,45.03,1239,43.02,710,24.65,580,20.14,248,8.61,92,3.19,62,2.15
VIC1,2022-12,2976,2305,77.45,2176,73.12,1999,67.17,1881,63.21,1419,47.68,1101,37.0,604,20.3,239,8.03,152,5.11
VIC1,2023-01,2976,1668,56.05,1581,53.12,1495,50.24,1413,47.48,1051,35.32,861,28.93,315,10.58,160,5.38,134,4.5
VIC1,2023-02,2688,1648,61.31,1560,58.04,1449,53.91,1413,52.57,966,35.94,683,25.41,177,6.58,90,3.35,79,2.94
VIC1,2023-03,2976,1560,52.42,1426,47.92,1245,41.83,1181,39.68,932,31.32,603,20.26,43,1.44,33,1.11,28,0.94
VIC1,2023-04,2880,881,30.59,778,27.01,612,21.25,559,19.41,385,13.37,189,6.56,2,0.07,0,0.0,0,0.0
VIC1,2023-05,2976,233,7.83,191,6.42,131,4.4,104,3.49,67,2.25,25,0.84,0,0.0,0,0.0,0,0.0
VIC1,2023-06,2880,671,23.3,581,20.17,474,16.46,437,15.17,368,12.78,297,10.31,0,0.0,0,0.0,0,0.0
VIC1,2023-07,2976,975,32.76,832,27.96,673,22.61,577,19.39,464,15.59,347,11.66,31,1.04,7,0.24,4,0.13
VIC1,2023-08,2976,1009,33.9,837,28.12,684,22.98,601,20.19,495,16.63,321,10.79,3,0.1,0,0.0,0,0.0
VIC1,2023-09,2880,1932,67.08,1810,62.85,1743,60.52,1701,59.06,1670,57.99,1493,51.84,379,13.16,253,8.78,238,8.26
VIC1,2023-10,2976,1925,64.68,1798,60.42,1579,53.06,1508,50.67,1445,48.56,1106,37.16,297,9.98,209,7.02,189,6.35
VIC1,2023-11,2880,1819,63.16,1731,60.1,1573,54.62,1503,52.19,1394,48.4,1085,37.67,317,11.01,268,9.31,232,8.06
VIC1,2023-12,2976,1938,65.12,1886,63.37,1798,60.42,1741,58.5,1589,53.39,1371,46.07,420,14.11,365,12.26,338,11.36
VIC1,2024-01,2976,1772,59.54,1715,57.63,1443,48.49,1267,42.57,1149,38.61,963,32.36,506,17.0,353,11.86,336,11.29
VIC1,2024-02,2784,1724,61.93,1703,61.17,1545,55.5,1450,52.08,1405,50.47,1069,38.4,452,16.24,212,7.61,200,7.18
VIC1,2024-03,2976,1370,46.03,1321,44.39,1168,39.25,1050,35.28,928,31.18,472,15.86,221,7.43,56,1.88,54,1.81
VIC1,2024-04,2880,828,28.75,756,26.25,574,19.93,479,16.63,416,14.44,152,5.28,62,2.15,6,0.21,6,0.21
VIC1,2024-05,2976,369,12.4,335,11.26,290,9.74,242,8.13,208,6.99,63,2.12,16,0.54,3,0.1,3,0.1
VIC1,2024-06,2880,122,4.24,96,3.33,54,1.88,33,1.15,25,0.87,0,0.0,0,0.0,0,0.0,0,0.0
VIC1,2024-07,2976,259,8.7,232,7.8,203,6.82,177,5.95,130,4.37,34,1.14,1,0.03,0,0.0,0,0.0
VIC1,2024-08,2976,1244,41.8,1154,38.78,1050,35.28,987,33.17,627,21.07,299,10.05,93,3.12,4,0.13,2,0.07
VIC1,2024-09,2880,2107,73.16,1862,64.65,1774,61.6,1665,57.81,1287,44.69,624,21.67,251,8.72,40,1.39,37,1.28
VIC1,2024-10,2976,2615,87.87,2536,85.22,2461,82.69,2408,80.91,1900,63.84,1174,39.45,703,23.62,256,8.6,228,7.66
VIC1,2024-11,2880,1709,59.34,1680,58.33,1574,54.65,1345,46.7,838,29.1,635,22.05,475,16.49,171,5.94,144,5.0
VIC1,2024-12,2976,2097,70.46,2045,68.72,1918,64.45,1630,54.77,962,32.33,735,24.7,572,19.22,200,6.72,177,5.95
VIC1,2025-01,2976,1855,62.33,1826,61.36,1680,56.45,1505,50.57,843,28.33,608,20.43,394,13.24,143,4.81,137,4.6
VIC1,2025-02,2688,1434,53.35,1385,51.53,1257,46.76,974,36.24,427,15.89,233,8.67,127,4.72,23,0.86,12,0.45
VIC1,2025-03,2976,1215,40.83,1054,35.42,847,28.46,340,11.42,164,5.51,99,3.33,60,2.02,13,0.44,12,0.4
VIC1,2025-04,2880,1176,40.83,1039,36.08,877,30.45,257,8.92,111,3.85,35,1.22,1,0.03,0,0.0,0,0.0
VIC1,2025-05,2976,908,30.51,850,28.56,556,18.68,164,5.51,67,2.25,26,0.87,0,0.0,0,0.0,0,0.0
VIC1,2025-06,2880,184,6.39,151,5.24,16,0.56,1,0.03,1,0.03,1,0.03,0,0.0,0,0.0,0,0.0
VIC1,2025-07,2976,566,19.02,404,13.58,58,1.95,9,0.3,2,0.07,1,0.03,0,0.0,0,0.0,0,0.0
VIC1,2025-08,2976,716,24.06,438,14.72,20,0.67,3,0.1,2,0.07,1,0.03,1,0.03,1,0.03,1,0.03
VIC1,2025-09,2880,1920,66.67,1320,45.83,515,17.88,243,8.44,193,6.7,172,5.97,71,2.47,1,0.03,0,0.0
VIC1,2025-10,2976,2095,70.4,1716,57.66,806,27.08,456,15.32,260,8.74,220,7.39,56,1.88,9,0.3,3,0.1
VIC1,2025-11,2880,2543,88.3,2019,70.1,831,28.85,484,16.81,290,10.07,234,8.12,77,2.67,14,0.49,7,0.24
VIC1,2025-12,2976,2121,71.27,1508,50.67,1035,34.78,854,28.7,751,25.24,708,23.79,399,13.41,236,7.93,222,7.46
VIC1,2026-01,2976,1606,53.97,849,28.53,488,16.4,358,12.03,295,9.91,247,8.3,183,6.15,89,2.99,87,2.92
VIC1,2026-02,2688,1294,48.14,406,15.1,213,7.92,112,4.17,54,2.01,29,1.08,6,0.22,6,0.22,6,0.22
VIC1,2026-03,2976,1611,54.13,747,25.1,380,12.77,308,10.35,147,4.94,103,3.46,31,1.04,1,0.03,1,0.03
